02043;LEZUZA
02044;CASABLANCA
02045;MADRIGUERAS
02046;MAHORA
02047;CILLERUELO
02048;MINAYA
02049;ALEJOS (LOS)
02050;MONTALVOS
02051;MONTEALEGRE DEL CASTILLO MONTE
02052;MOTILLEJA
02053;MUNERA
02054;NAVAS DE JORQUERA
02055;BEG
02056;ONTUR
02057;LAGUNAS DE RUIDERA
02058;BATAN DEL PUERTO
02059;ARTEAGA DE ARRIBA
02060;CASA CAÑETE
02061;ANORIAS (LAS)
02062;POVEDILLA
02063;CAMPILLO DE LA VIRGEN
02064;POZO-LORENTE
02065;POZUELO
02066;RECUEJA (LA)
02067;CASA DE LA NOGUERA
02068;CUBILLO (EL)
02069;RODA (LA)
02070;REOLID
02071;CAÑADA JUNCOSA
02072;CAÑADA BUENDIA
02073;TARAZONA DE LA MANCHA
02074;ALJUBE
02075;VALDEGANGA
02076;VIANOS
02077;VILLA DE VES
02078;VILLALGORDO DEL JUCAR
02079;VILLAMALEA
02080;VILLAPALACIOS
02081;CASAS DE LA PEÑA
02082;CILANCO
02083;VILLAVALIENTE
02084;BELLOTAR
02085;VIVEROS
02086;ALCANTARILLA
02901;POZO CAÑADA
03001;ADSUBIA
03002;AGOST
03003;AGRES
03004;AIGÜES
03005;ALBATERA
03006;ALCALALI
03007;ALCOCER DE PLANES
03008;ALCOLEJA
03009;ALCOI/ALCOY
03010;ALFAFARA
03011;ALFAS DEL PI (L')
03012;ALGORFA
03013;ALGUEÑA
03014;ALCORAYA (LA)
03015;ALMORADI
03016;ALMUDAINA
03017;ALQUERIA D'ASNAR (L')
03018;ALTEA
03019;ASPE
03020;BALONES
03021;BANYERES DE MARIOLA
03022;BENASAU
03023;BENEIXAMA
03024;BENEJUZAR
03025;BENFERRI
03026;BENIARBEIG
03027;BENIARDÀ
03028;BENIARRES
03029;BENIGEMBLA
03030;BENIDOLEIG
03031;BENIDORM
03032;BENIFALLIM
03033;BENIFATO
03034;BENIJOFAR
03035;BENILLOBA
03036;BENILLUP
03037;BENIMANTELL
03038;BENIMARFULL
03039;BENIMASSOT
03040;BENIMELI
03041;BENISSA
03042;POBLE NOU DE BENITATXELL ALCAS
03043;BIAR
03044;BIGASTRO
03045;BOLULLA
03046;BUSOT
03047;CALP
03048;CALLOSA D'EN SARRIA
03049;CALLOSA DE SEGURA
03050;BALLESTERA
03051;CAMP DE MIRRA, EL/CAMPO
03052;CAÑADA
03053;CASTALLA
03054;CASTELL DE CASTELLS
03055;CATRAL
03056;ALCUDIA
03057;ABDET
03058;COLLEREROS (LOS)
03059;CASICAS
03060;QUATRETONDETA
03061;DAYA NUEVA
03062;DAYA VIEJA
03063;DENIA
03064;DOLORES
03065;ALGODA-MATOLA
03066;ELDA
03067;FAGECA
03068;FAMORCA
03069;FINESTRAT
03070;PALACIOS (LOS)
03071;GATA DE GORGOS
03072;GAIANES
03073;GORGA
03074;GRANJA DE ROCAMORA
03075;CASTELL DE GUADALEST (EL)CASTE
03076;GUARDAMAR DEL SEGURA
03077;CANALOSA (LA)
03078;HONDON DE LOS FRAILES
03079;IBI
03080;JACARILLA
03081;XALÓ
03082;XÀBIA/JÁVEA
03083;XIXONA/JIJONA
03084;ORXA, L'/LORCHA
03085;LLIBER
03086;MILLENA
03088;MONFORTE DEL CID
03089;CASES DEL SENYOR
03090;MUTXAMEL
03091;MURLA
03092;ALQUERIA JORDA
03093;ESTACION (LA)
03094;NUCIA (LA)
03095;ONDARA
03096;ONIL
03097;ORBA
03098;ORXETA
03099;APARECIDA (LA)
03100;PARCENT
03101;PEDREGUER
03102;PEGO
03103;PENAGUILA
03104;PETRER
03105;CABALLUSA (LA)
03106;BENIALFAQUI
03107;CHIRLES
03109;RAFAL
03110;RAFOL DE ALMUNIA
03111;REDOVAN
03112;RELLEU
03113;ROJALES
03114;ROMANA (LA)
03115;SAGRA
03116;SALINAS
03117;SANET Y NEGRALS
03118;MARTINEZ (LOS)
03119;SANT JOAN D'ALACANT
03120;SAN MIGUEL DE SALINAS
03121;SANTA POLA
03122;BOQUERES
03123;SAX
03124;SELLA
03125;SENIJA
03127;TARBENA
03128;TEULADA
03129;TIBI
03130;TOLLOS
03131;TORMOS
03132;TORRE DE LES MAÇANES, LA TORRE
03133;MATA (LA)
03134;ALCALA DE LA JOVADA
03135;VALL D'EBO (LA)
03136;BENIALI
03137;BENIMAURELL
03138;VERGER (EL)
03139;ERMITA (LA)
03140;CASAS DE MENOR
03901;MIRAFLOR
03902;PILAR DE LA HORADADA
03903;MONTESINOS (LOS)
03904;SAN ISIDRO
04001;ABLA
04002;ABRUCENA
04003;ADRA
04004;ALBANCHEZ
04005;ALBOLODUY
04006;ALBOX
04007;ALCOLEA
04008;ALCONTAR
04009;ALCUDIA DE MONTEAGUD
04010;ALHABIA
04011;ALHAMA DE ALMERIA
04012;ALICUN
04013;ALMERIA
04014;ALMOCITA
04015;ALSODUX
04016;ALJARIZ
04017;ARBOLEAS
04018;ARMUÑA DE ALMANZORA
04019;BACARES
04020;BAYARCAL
04021;BAYARQUE
04022;ALBARICO (EL)
04023;BEIRES
04024;BENAHADUX
04026;BENITAGLA
04027;BENIZALON
04028;BENTARIQUE
04029;BERJA
04030;BARRIADA DE ALCORA (LA)
04031;ALMANZORA
04032;ARGAMASON (EL)
04033;CASTRO DE FILABRES
04034;COBDAR
04035;LHANCHETE ALHANCHETE (EL)
04036;CHERCOS NUEVO
04037;ASPILLA
04038;CELIN
04041;ENIX
04043;FELIX
04044;CAÑADA DE LAS CRUCES (LA)CAÑAD
04045;ESTACION (LA)
04046;BENECID
04047;GADOR
04048;ALFAIX
04049;GARRUCHA
04050;ALCUBILLAS (LAS)
04051;HUECIJA
04052;HUERCAL DE ALMERIA
04053;VERA
04054;ILLAR
04055;INSTINCION
04056;ARROYO FRANCO Y ESTELLA
04057;LAUJAR DE ANDARAX
04058;LIJAR
04059;BREÑA (LA)
04060;LUCAINENA DE LAS TORRES
04061;CELA
04062;MACAEL
04063;ALFAHUARA
04064;AGUA DEL MEDIO-SOPALMO
04065;ESTACIÓN (LA)
04066;AGUA AMARGA
04067;OHANES
04068;OLULA DE CASTRO
04069;HUITAR MAYOR
04070;ORIA
04071;PADULES
04072;CERROGORDO (EL)
04073;GUARROS
04074;PECHINA
04075;OY (EL)
04076;CAMPILLO (EL)
04077;RAGOL
04078;ABRIOJAL
04079;AGUADULCE
04080;SANTA CRUZ DE MARCHENA
04081;CALDERONA (LA)
04082;MORATON
04083;STO Y VALLBREVAS (LOS)
04084;SIERRO
04085;SOMONTIN
04086;RANCO LOBOBARRANCO LOS LOBOS (EL)
04087;SUFLI
04088;CARTERO
04089;ACEITUNO (EL)
04090;ARROYOS (LOS)
04091;TERQUE
04092;CELA-ESTACION
04093;CORTIJO GRANDE (EL)
04094;ENCALMADOS (LOS)
04095;AGUADOR (EL)
04096;AGUA AMARGA
04097;VELEFIQUE
04098;VELEZ-BLANCO
04099;VELEZ-RUBIO
04100;VERA
04101;JUAIDA (LA)
04102;BARRIO DE ARCHILLA
04103;ALFOQUIA (LA)
04901;ESCULLAR
04902;ENSENADA SAN MIGUEL
04903;CANTINAS (LAS)
04904;BALANEGRA
05001;ADANERO
05002;ADRADA (LA)
05005;ALBORNOS
05007;ALDEANUEVA DE SANTA CRUZ ALDEA
05008;ALDEASECA
05010;ALDEHUELA (LA)
05012;AMAVIDA
05013;ARENAL (EL)
05014;ARENAS DE SAN PEDRO
05015;AREVALILLO
05016;AREVALO
05017;AVEINTE
05018;AVELLANEDA
05019;ALAMEDILLA DEL BERROCAL
05021;BARCO DE AVILA (EL)
05022;BARRACO (EL)
05023;BARROMAN
05024;BECEDAS
05025;BECEDILLAS
05026;BERCIAL DE ZAPARDIEL
05027;BERLANAS (LAS)
05029;BERNUY-ZAPARDIEL
05030;BERROCALEJO DE ARAGONA
05033;BERCIMUELLE
05034;BLASCONUÑO DE MATACABRAS BLASC
05035;BLASCOSANCHO
05036;BOHODON (EL)
05037;BOHOYO
05038;BONILLA DE LA SIERRA
05039;BRABOS
05040;BULARROS
05041;BURGOHONDO
05042;CABEZAS DE ALAMBRE
05043;CABEZAS DEL POZO
05044;CABEZAS DEL VILLAR
05045;CABIZUELA
05046;CANALES
05047;CANDELEDA
05048;CANTIVEROS
05049;CARDEÑOSA
05051;CARRERA (LA)
05052;CASAS DEL PUERTO
05053;CASASOLA
05054;CASAVIEJA
05055;CASILLAS
05056;CASTELLANOS DE ZAPARDIEL CASTE
05057;CEBREROS
05058;CEPEDA LA MORA
05059;CILLAN
05060;CISLA
05061;COLILLA (LA)
05062;COLLADO DE CONTRERAS
05063;COLLADO DEL MIRON
05064;CONSTANZANA
05065;CRESPOS
05066;CUEVAS DEL VALLE
05067;CHAMARTIN
05069;DONJIMENO
05070;DONVIDAS
05072;ESPINOSA DE LOS CABALLEROESPIN
05073;AJO (EL)
05074;FONTIVEROS
05075;FRESNEDILLA
05076;FRESNO (EL)
05077;FUENTE EL SAUZ
05078;FUENTES DE AÑO
05079;ALTAMIROS
05080;BLASCOJIMENO
05081;GARGANTA DEL VILLAR
05082;GAVILANES
05083;GEMUÑO
05084;GILBUENA
05085;GIL GARCIA
05086;GIMIALCON
05087;GOTARRENDURA
05088;GRANDES
05089;GUISANDO
05090;GUTIERRE-MUÑOZ
05092;HERNANSANCHO
05093;CAÑADA (LA)
05094;HERREROS DE SUSO
05095;HIGUERA DE LAS DUEÑAS
05096;HIJA DE DIOS (LA)
05097;ENCINARES
05099;HORCAJO DE LAS TORRES
05100;HORNILLO (EL)
05101;HOYOCASERO
05102;HOYO DE PINARES (EL)
05103;ALAMEDA (LA)
05104;HOYOS DEL COLLADO
05105;HOYOS DEL ESPINO
05106;HOYOS DE MIGUEL MUÑOZ
05107;GAMONAL DE LA SIERRA
05108;JUNCIANA
05109;LANGA
05110;LANZAHITA
05112;BARQUILLO (EL)
05113;HERMOSILLO
05114;MADRIGAL ALTAS TORRES
05115;MAELLO
05116;MALPARTIDA DE CORNEJA
05117;MAMBLAS
05118;MANCERA DE ARRIBA
05119;ORTIGOSA DE RIOALMAR
05120;MARLIN
05121;MARTIHERRERO
05122;MARTINEZ
05123;MEDIANA DE VOLTOYA
05124;MEDINILLA
05125;MENGAMUÑOZ
05126;MESEGAR DE CORNEJA
05127;MIJARES
05128;MINGORRIA
05129;ALDEALABAD DEL MIRON
05130;MIRONCILLO
05131;MIRUEÑA DE LOS INFANZONESMIRUE
05132;HIGUERA (LA)
05133;MONSALUPE
05134;MORALEJA DE MATACABRAS
05135;MUÑANA
05136;MUÑICO
05138;MUÑOGALINDO
05139;CASTILBLANCO
05140;MUÑOMER DEL PECO
05141;MUÑOPEPE
05142;MUÑOSANCHO
05143;MUÑOTELLO
05144;ALAMO (EL)
05145;BENITOS
05147;NARROS DEL CASTILLO
05148;NARROS DEL PUERTO
05149;NARROS DE SALDUEÑA
05151;GARGANTA DE LOS HORNOS
05152;MAGAZOS
05153;NAVA DEL BARCO
05154;NAVADIJOS
05155;BARRIO (EL)
05156;NAVAHONDILLA
05157;NAVALACRUZ
05158;NAVALMORAL
05159;NAVALGUIJO
05160;NAVALOSA
05161;NAVALPERAL DE PINARES
05162;NAVALPERAL DE TORMES
05163;NAVALUENGA
05164;NAVAQUESERA
05165;BARAJAS
05166;NAVARREDONDILLA
05167;NAVARREVISCA
05168;CIUDAD DUCAL
05169;MORISCO
05170;CABEZAS ALTAS
05171;NEILA DE SAN MIGUEL
05172;NIHARRA
05173;OJOS-ALBOS
05174;ORBITA
05175;OSO (EL)
05176;ALDEALABAD
05177;PAJARES DE ADAJA
05178;PALACIOS DE GODA
05179;PAPATRIGO
05180;PARRAL (EL)
05181;PASCUALCOBO
05182;PEDRO BERNARDO
05183;PEDRO-RODRÍGUEZ
05184;HOYO DE LA GUIJA
05185;PEÑALBA DE AVILA
05186;ALMOHALLA (LA)
05187;PIEDRALAVES
05188;POVEDA
05189;POYALES DEL HOYO
05190;POZANCO
05191;BARRIO DE ARRIBA
05192;PUERTO CASTILLA
05193;RASUEROS
05194;PASCUALCOBO
05195;CABAÑAS
05196;PALACIO DE CASTRONUEVO
05197;SALOBRAL
05198;SALVADIOS
05199;SAN BARTOLOME DE BEJAR
05200;PALACIOS DE CORNEJA
05201;SAN BARTOLOME DE PINARES SAN B
05204;ESTACION (LA)
05205;SANCHORREJA
05206;SAN ESTEBAN DE LOS PATOS SAN E
05207;SAN ESTEBAN DEL VALLE
05208;SAN ESTEBAN DE ZAPARDIEL SAN E
05209;SAN GARCIA DE INGELMOS
05210;SAN JUAN BAUTISTA
05211;SAN JUAN DE LA NAVA
05212;NAVANDRINAL
05213;SAN JUAN DEL OLMO
05214;SAN LORENZO DE TORMES
05215;SAN MARTIN VEGA ALBERCHE SAN M
05216;NAVALSAUZ
05217;SAN MIGUEL DE CORNEJA
05218;SAN MIGUEL DE SERREZUELA SAN M
05219;SAN PASCUAL
05220;MORAÑUELA
05221;SANTA CRUZ DEL VALLE
05222;SANTA CRUZ DE PINARES
05224;SANTA MARIA DEL ARROYO
05225;NAVAHERMOSA DE CORNEJA
05226;CARRASCALEJO
05227;SANTA MARIA DEL TIETAR
05228;CASAS DE NAVANCUERDA
05229;SANTO DOMINGO POSADAS
05230;SANTO TOME DE ZABARCOS
05231;SAN VICENTE DE AREVALO
05232;SERRADA (LA)
05233;SERRANILLOS
05234;SIGERES
05235;SINLABAJOS
05236;CASAS DEL REY
05237;SOLANA DE RIOALMAR
05238;BATERNA
05239;BANDADAS
05240;FUENTE DE LA SALUD
05241;ATALAYA (LA)
05242;TIÑOSILLOS
05243;CORTOS
05244;NAVAMURES
05245;TORNADIZOS DE AVILA
05246;TORTOLES
05247;BALBARDA
05249;CANALEJA
05251;VADILLO DE LA SIERRA
05252;PASARILLA DEL REBOLLAR
05253;VEGA DE SANTA MARIA
05254;VELAYOS
05256;VILLAFLOR
05257;RIBERA (LA)
05258;VILLANUEVA DE GOMEZ
05259;VILLANUEVA DEL ACERAL
05260;VILLANUEVA DEL CAMPILLO
05261;VILLAR DE CORNEJA
05262;VILLAREJO DEL VALLE
05263;VILLATORO
05264;VIÑEGRA DE MORAÑA
05265;VITA
05266;ZAPARDIEL DE LA CAÑADA
05267;ANGOSTURA (LA)
05901;HERGUIJUELA
05902;ALDEAVIEJA
05903;CARPIO MEDIANERO
05904;ALISEDA DE TORMES (LA)
05905;VILLANUEVA DE AVILA
06001;ACEDERA
06002;ACEUCHAL
06003;AHILLONES
06004;ALANGE
06005;ALBUERA (LA)
06006;ALBURQUERQUE
06007;ALCONCHEL
06008;ALCONERA
06009;ALJUCEN
06010;ALMENDRAL
06011;ALMENDRALEJO
06012;ARROYO DE SAN SERVAN
06013;ATALAYA
06014;AZUAGA
06015;ALBALA
06016;BARCARROTA
06017;BATERNO
06018;BENQUERENCIA DE LA SERENABENQU
06019;BERLANGA
06020;BIENVENIDA
06021;BODONAL DE LA SIERRA
06022;BURGUILLOS DEL CERRO
06023;ALMORCHON
06024;CABEZA LA VACA
06025;CALAMONTE
06026;CALERA DE LEON
06027;CALZADILLA DE LOS BARROS CALZA
06028;CAMPANARIO
06029;CAMPILLO DE LLERENA
06030;CAPILLA
06031;CARMONITA
06032;CARRASCALEJO (EL)
06033;CASAS DE DON PEDRO
06034;CASAS DE REINA
06035;CASTILBLANCO
06036;CASTUERA
06037;BACOCO
06038;CORDOBILLA DE LACARA
06039;CORONADA (LA)
06040;CORTE DE PELEAS
06041;CRISTINA
06042;CHELES
06043;DON ALVARO
06044;CONQUISTA DEL GUADIANA
06045;ENTRIN ALTO
06046;ESPARRAGALEJO
06047;ESPARRAGOSA DE LA SERENA ESPAR
06048;ESPARRAGOSA DE LARES
06049;FERIA
06050;FREGENAL DE LA SIERRA
06051;FUENLABRADA DE LOS MONTESFUENL
06052;FUENTE DE CANTOS
06053;ESTACION
06054;FUENTE DEL MAESTRE
06055;FUENTES DE LEON
06056;GARBAYUELA
06057;GARLITOS
06058;GARROVILLA (LA)
06059;GRANJA DE TORREHERMOSA
06060;GUAREÑA
06061;HABA (LA)
06062;BOHONAL
06063;HERRERA DEL DUQUE
06064;HIGUERA DE LA SERENA
06065;HIGUERA DE LLERENA
06066;HIGUERA DE VARGAS
06067;HIGUERA LA REAL
06068;HINOJOSA DEL VALLE
06069;HORNACHOS
06070;BAZANA (LA)
06071;LAPA (LA)
06072;GUADAJIRA
06073;LLERA
06074;LLERENA
06075;MAGACELA
06076;MAGUILLA
06077;MALCOCINADO
06078;MALPARTIDA DE LA SERENA
06079;MANCHITA
06080;MEDELLIN
06081;MEDINA DE LAS TORRES
06082;MENGABRIL
06083;CAMPOMANES
06084;MIRANDILLA
06085;MONESTERIO
06086;MONTEMOLIN
06087;MONTERRUBIO DE LA SERENA MONTE
06088;BARBAÑO
06089;MORERA (LA)
06090;NAVA DE SANTIAGO (LA)
06091;NAVALVILLAR DE PELA
06092;NOGALES
06093;OLIVA FRONTERA
06094;ABEJARONES ARRIBA Y ABAJO*DISE
06095;OLIVENZA
06096;ORELLANA DE LA SIERRA
06097;ORELLANA LA VIEJA
06098;PALOMAS
06099;PARRA (LA)
06100;PEÑALSORDO
06101;PERALEDA DEL ZAUCEJO
06102;PUEBLA DE ALCOCER
06103;PUEBLA DE LA CALZADA
06104;PUEBLA DE LA REINA
06105;PUEBLA DEL MAESTRE
06106;PUEBLA DEL PRIOR
06107;PUEBLA DE OBANDO
06108;PUEBLA DE SANCHO PEREZ
06109;QUINTANA DE LA SERENA
06110;REINA
06111;RENA
06112;RETAMAL DE LLERENA
06113;RIBERA DEL FRESNO
06114;RISCO
06115;ROCA DE LA SIERRA (LA)
06116;SALVALEON
06117;SALVATIERRA DE LOS BARROSSALVA
06118;SANCTI-SPIRITUS
06119;SAN PEDRO DE MERIDA
06120;SANTA AMALIA
06121;SANTA MARTA
06122;SANTOS DE MAIMONA (LOS)
06123;DEHESA MAYORGA
06124;SEGURA DE LEON
06125;SIRUELA
06126;CORTEGANA
06127;PUERTO PEÑA
06128;TALAVERA LA REAL
06129;TALIGA
06130;TAMUREJO
06131;TORRE DE MIGUEL SESMERO
06132;TORREMAYOR
06133;TORREMEJIA
06134;TRASIERRA
06135;TRUJILLANOS
06136;USAGRE
06137;POBLADO A.E.T.E.A.
06138;VALDETORRES
06139;VALENCIA DE LAS TORRES
06140;VALENCIA MOMBUEY
06141;VALENCIA DEL VENTOSO
06142;VALVERDE DE BURGUILLOS
06143;VALVERDE DE LEGANES
06144;VALVERDE DE LLERENA
06145;VALVERDE DE MERIDA
06146;VALLE DE LA SERENA
06147;VALLE DE MATAMOROS
06148;VALLE DE SANTA ANA
06149;VILLAFRANCA DE LOS BARROSVILLA
06150;VILLAGARCIA DE LA TORRE
06151;VILLAGONZALO
06152;VILLALBA DE LOS BARROS
06153;CASAS CASTILLO ENCOMIENDACASAS
06154;VILLANUEVA DEL FRESNO
06155;VILLAR DEL REY
06156;PALAZUELO
06157;VILLARTA DE LOS MONTES
06158;BUEN SUCESO
06159;ZAHINOS
06160;SAN CRISTOBAL DE ZALAMEA SAN C
06161;ZARZA-CAPILLA
06162;ZARZA (LA)
06901;VALDELACALZADA
06902;PUEBLONUEVO DEL GUADIANA PUEBL
06903;GUADIANA
07001;ALARO
07002;ALAIOR
07003;ALCUDIA
07004;ALGAIDA
07005;ANDRATX
07006;ARTA
07007;BANYALBUFAR
07008;BINIAGUAL
07009;BUGER
07010;BAIX DES PUIG
07011;CAS CATALA-ILLETES (SES) CAS C
07012;CAMPANET
07013;CAMPOS
07014;CALA RATJADA
07015;ALMUDAINA
07016;CONSELL
07017;COSTITX
07018;DEIÀ
07019;CALA TUENT - SA CALOBRA
07020;ESGLEIETA (S')
07021;ESTELLENCS
07022;CAS CONCOS DES CAVALLER
07023;FERRERIES
07024;PILAR DE LA MOLA (EL)
07025;FORNALUTX
07026;EIVISSA
07027;INCA
07028;LLORET DE VISTALEGRE
07029;LLOSETA
07030;LLUBI
07031;ARENAL (S')
07032;BINIXIQUER
07033;CALA ANGUILA-CALA MENDIA CALA
07034;MANCOR DE LA VALL
07035;MARIA DE LA SALUT
07036;CABANETA (SA)
07037;FORNELLS
07038;MONTUÏRI
07039;MURO
07040;ARANJASSA (S')
07041;PETRA
07042;CAN SINGALA
07043;PORRERES
07044;POBLA (SA)
07045;GALILEA
07046;BUSCASTELL
07047;BINIALI
07048;CUBELLS (ES)
07049;SANT JOAN
07050;SANT JOAN DE LABRITJA
07051;ILLOT (S')
07052;ALCAUFAR
07053;ALQUERIES
07054;JESÚS
07055;CA'N PICAFORT
07056;SANTA MARIA DEL CAMI
07057;ALQUERIA BLANCA
07058;BINIAMAR
07059;COLONIA DE SANT JORDI
07060;SINEU
07061;BINIARAIX
07062;CALA BONA
07063;NOGUERAL (ES)
07064;TREBALUGER
07065;VILAFRANCA DE BONANY
07901;ARIANY
07902;MIGJORN GRAN (ES)
08001;ENTITAT EST D'ABRERA
08002;AGUILAR DE SEGARRA
08003;ALELLA
08004;ALPENS
08005;AMETLLA DEL VALLÈS (L')
08006;ARENYS DE MAR
08007;ARENYS DE MUNT
08008;ARGENÇOLA
08009;ARGENTONA
08010;ARTÉS
08011;AVIÀ
08012;AVINYÓ
08013;ARBOÇAR (L')
08014;AIGUAFREDA
08015;BADALONA
08016;BAGÀ
08017;HOSTALETS BALENYÀ (ELS)
08018;BALSARENY
08019;BARCELONA
08020;BEGUES
08021;BELLPRAT
08022;BERGA
08023;VALLRROJA I EL PLA
08024;BORREDÀ
08025;BRUC (EL)
08026;BRULL (EL)
08027;CABANYES (LES)
08028;CAN FEIXES
08029;CABRERA DE MAR
08030;CABRILS
08031;CALAF
08032;CALDES D'ESTRAC
08033;CALDES DE MONTBUI
08034;CALDERS
08035;CALELLA
08036;ALENY
08037;CALLDETENES
08038;ANTIUS
08039;CAMPINS
08040;CANET DE MAR
08041;SERRA (LA)
08042;CÀNOVES
08043;CANYELLES
08044;CAPELLADES
08045;CAPOLAT
08046;CARDEDEU
08047;CARDONA
08048;CARME
08049;AMETLLA DE CASSERRES (L')AMETL
08050;CASTELLAR DEL RIU
08051;AIRESOL
08052;CASTELLAR DE N'HUG
08053;CAN SERRA I PADRO
08054;CASTELLBISBAL
08055;CASTELLCIR
08056;CASTELLDEFELS
08057;CASTELL DE L'ARENY
08058;CASETES LA GORNAL (LES)
08059;CASTELLFOLLIT DEL BOIX
08060;CASTELLFOLLIT RIUBREGOS
08061;FABRICA (LA)
08062;CASTELLNOU DE BAGES
08063;CASTELLOLI
08064;CASTELLTERÇOL
08065;CAL FARINES
08066;ÀNGELS (ELS)
08067;CENTELLES
08068;CERVELLÓ
08069;COLLBATÓ
08070;CASETES (LES)
08071;COPONS
08072;CORBERA DE LLOBREGAT
08073;ALMEDA MERCADER
08074;CUBELLES
08075;DOSRIUS
08076;CAN RIAL
08077;ESPLUGUES DE LLOBREGAT
08078;CINT (EL)
08079;ESTANY (L')
08080;FÍGOLS
08081;FOGARS DE MONTCLÚS
08082;FOGARS DE LA SELVA
08083;FOLGUEROLES
08084;CAMPS
08085;ALZINAR (L')
08086;CORRO D'AMUNT
08087;GALLIFA
08088;GARRIGA (LA)
08089;GAVA
08090;GALERA
08091;GELIDA
08092;BASSACS
08093;GISCLARENY
08094;GRANADA (LA)
08095;GRANERA
08096;GRANOLLERS
08097;GUALBA
08098;RAVAL DE COLL D'ARBOÇ
08099;GUARDIOLA DE BERGUEDÀ
08100;GURB
08101;HOSPITALET LLOBREGAT (L')HOSPI
08102;IGUALADA
08103;JORBA
08104;LLACUNA (LA)
08105;LLAGOSTA (LA)
08106;LLINARS DEL VALLÈS
08107;PLA (EL)
08108;PLA (EL)
08109;LLUÇÀ
08110;MALGRAT DE MAR
08111;MALLA
08112;MANLLEU
08113;CAMI DEL SUANYA
08114;CAN BROS
08115;MARTORELLES
08116;CASES NOVES (LES)
08117;BURRISOLA
08118;MASNOU (EL)
08119;MASQUEFA
08120;MATADEPERA
08121;MATARO
08122;CAN PAIXANO
08123;MOLINS DE REI
08124;MOLLET DEL VALLES
08125;CAN SANT JOAN
08126;MONTGAT
08127;MONISTROL DE MONTSERRAT
08128;MONISTROL DE CALDERS
08129;MUNTANYOLA
08130;MONTCLAR
08131;MONTESQUIU
08132;MONTMAJOR
08133;PANADELLA (LA)
08134;FIGARÓ-MONTMANY
08135;MONTMELÓ
08136;MONTORNES CENTRE
08137;MONTSENY
08138;MOIÀ
08139;MURA
08140;NAVARCLES
08141;CASTELLADRAL
08142;NOU DE BERGUEDÀ (LA)
08143;RAVAL D'AGUILERA (EL)
08144;OLVAN
08145;MOJA
08146;OLESA DE BONESVALLS
08147;OLESA DE MONTSERRAT
08148;OLIVELLA
08149;OLOST
08150;COLONIA YMBERN
08151;RAVAL DE SANT FELIU (EL) RAVAL
08152;CAN BOU
08153;ÒRRIUS
08154;PACS DEL PENEDÈS
08155;PALAFOLLS
08156;C BAIX (EL)-PLANA CAN PERC BAI
08157;FONTPINEDA
08158;PAPIOL (EL)
08159;CAN GOSC
08160;PERAFITA
08161;BEDORC (EL)
08162;CAN GRAS
08163;PINEDA DE MAR
08164;BONAVISTA
08165;POBLA DE CLARAMUNT (LA)
08166;POBLA DE LILLET (LA)
08167;POLINYÀ
08168;CAMP D'ASES
08169;PRAT DE LLOBREGAT (EL)
